duration_s,active,VDD_CORE_A current(0),VDD_SOC_A current(1),VDD_DDR_A current(2),VDD_5V volt(8),VDD_3V3 volt(9)
0.000000,0,0.339967,0.391306,0.213977,5.057342,3.305649
0.104913,0,0.339967,0.391306,0.213977,5.057342,3.305649
0.200831,0,0.339967,0.391306,0.213977,5.057342,3.305649
0.302285,0,0.339967,0.391306,0.213977,5.057342,3.305649
0.404924,0,0.339967,0.391306,0.213977,5.057342,3.305649
0.497294,1,0.339967,0.391306,0.213977,5.057342,3.305649
0.603164,1,0.339967,0.391306,0.213977,5.057342,3.305649
0.705898,1,0.339967,0.391306,0.213977,5.057342,3.305649
0.805897,1,0.339967,0.391306,0.213977,5.057342,3.305649
0.905260,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.002264,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.105287,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.202285,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.302943,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.402350,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.502668,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.604116,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.703422,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.801848,1,0.337189,0.409592,0.220712,5.050576,3.305006
1.900909,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.001142,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.104444,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.201150,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.305494,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.405900,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.502908,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.603381,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.705908,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.801891,1,0.354233,0.427747,0.227308,5.053702,3.304283
2.903642,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.001442,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.103888,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.205896,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.305272,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.401523,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.501129,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.602641,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.705336,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.804754,1,0.251502,0.366113,0.184118,5.051964,3.303685
3.905275,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.001910,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.102278,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.203911,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.301145,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.405903,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.503644,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.605894,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.704392,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.801482,1,0.268649,0.364305,0.190767,5.055153,3.302986
4.903060,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.004104,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.100910,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.201840,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.305263,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.404317,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.501650,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.601442,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.702217,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.805946,1,0.275840,0.382631,0.205882,5.053368,3.307362
5.905911,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.005897,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.102388,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.205927,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.301564,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.400912,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.505900,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.604894,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.705897,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.805121,1,0.282954,0.390850,0.220889,5.051538,3.301677
6.905899,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.003692,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.103299,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.201166,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.300943,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.405902,1,0.300091,0.399046,0.235892,5.054721,3.305979
7.502232,1,0.300091,0.399046,0.235892,5.054721,3.305979
