duration_s,active,VDD_CORE_A current(0),VDD_SOC_A current(1),VDD_DDR_A current(2),VDD_5V volt(8),VDD_3V3 volt(9)
0.000000,0,0.318933,0.394298,0.190427,5.057899,3.308345
0.101431,0,0.318933,0.394298,0.190427,5.057899,3.308345
0.201346,0,0.316069,0.402551,0.205450,5.051081,3.302679
0.305763,0,0.316069,0.402551,0.205450,5.051081,3.302679
0.402787,0,0.316069,0.402551,0.205450,5.051081,3.302679
0.497850,1,0.316069,0.402551,0.205450,5.051081,3.302679
0.602299,1,0.316069,0.402551,0.205450,5.051081,3.302679
0.704522,1,0.316069,0.402551,0.205450,5.051081,3.302679
0.803339,1,0.316069,0.402551,0.205450,5.051081,3.302679
0.904643,1,0.316069,0.402551,0.205450,5.051081,3.302679
1.004052,1,0.316069,0.402551,0.205450,5.051081,3.302679
1.101684,1,0.316069,0.402551,0.205450,5.051081,3.302679
1.203844,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.300978,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.406018,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.505883,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.601774,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.705939,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.805052,1,0.323209,0.410773,0.212135,5.059266,3.301996
1.904064,1,0.323209,0.410773,0.212135,5.059266,3.301996
2.002552,1,0.323209,0.410773,0.212135,5.059266,3.301996
2.101562,1,0.323209,0.410773,0.212135,5.059266,3.301996
2.202416,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.304558,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.404980,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.503132,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.602939,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.703295,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.802468,1,0.340311,0.368989,0.210466,5.057428,3.301308
2.902448,1,0.340311,0.368989,0.210466,5.057428,3.301308
3.003564,1,0.340311,0.368989,0.210466,5.057428,3.301308
3.105708,1,0.340311,0.368989,0.210466,5.057428,3.301308
3.204490,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.305335,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.404705,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.504496,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.605866,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.704117,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.804869,1,0.357604,0.377351,0.233945,5.050704,3.305710
3.901031,1,0.357604,0.377351,0.233945,5.050704,3.305710
4.002776,1,0.357604,0.377351,0.233945,5.050704,3.305710
4.104005,1,0.357604,0.377351,0.233945,5.050704,3.305710
4.205884,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.302425,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.404980,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.504337,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.605671,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.703683,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.805849,1,0.254714,0.375517,0.190578,5.053871,3.309994
4.904808,1,0.254714,0.375517,0.190578,5.053871,3.309994
5.003160,1,0.254714,0.375517,0.190578,5.053871,3.309994
5.102004,1,0.254714,0.375517,0.190578,5.053871,3.309994
5.202779,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.301532,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.404200,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.504851,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.602800,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.702827,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.801111,1,0.261938,0.383858,0.197360,5.052105,3.304381
5.903374,1,0.261938,0.383858,0.197360,5.052105,3.304381
6.002136,1,0.261938,0.383858,0.197360,5.052105,3.304381
6.103962,1,0.261938,0.383858,0.197360,5.052105,3.304381
6.203110,1,0.288985,0.392010,0.203950,5.050234,3.303656
6.302049,1,0.288985,0.392010,0.203950,5.050234,3.303656
6.402818,1,0.288985,0.392010,0.203950,5.050234,3.303656
6.502781,1,0.288985,0.392010,0.203950,5.050234,3.303656
